tweet_text,emotion_in_tweet_is_directed_at,is_there_an_emotion_directed_at_a_brand_or_product,tweet_length,clean_text
Attending #sxsw? Austin Guide by @mention is now free to download on iTunes - {link} #lp,,No emotion toward brand or product,16,attending sxsw austin guide free download itunes link lp
"Seriously #sxsw? Did you do any testing on the mobile apps? Constant iPad crashes causing lost schedules, and no sync for WP7.",iPad or iPhone App,Negative emotion,22,seriously sxsw testing mobile apps constant ipad crash causing lost schedule sync wp
Ready for #SXSW?! Here are some iPhone apps 2 make ur blogging easier | {link} #SXSW #SXSWi,iPad or iPhone App,Positive emotion,17,ready sxsw iphone apps make ur blogging easier link sxsw sxswi
ipad2 and #sxsw...a conflagration of doofusness.  {link},iPad,Negative emotion,7,ipad sxswa conflagration doofusness link
attention #sxsw'ers - {link} - rumored pop-up temporary Apple store for all your #sxsw iPad 2 launch needs.,Apple,Positive emotion,18,attention sxswers link rumored popup temporary apple store sxsw ipad launch need
I went to #sxswi and all I won was this lousy #iPad #sxsw :-) :-) {link},iPad,Positive emotion,16,went sxswi lousy ipad sxsw link
Hey #sxsw #sxswi folks. If you want to learn about security come over to #bsidesaustin {link},,No emotion toward brand or product,16,hey sxsw sxswi folk want learn security come bsidesaustin link
Attending #SXSWi? Work in iPhone / iPad game development? Looking to hire an Austin-based iOS developer? I'm your man. Let's talk. #SXSW,,No emotion toward brand or product,22,attending sxswi work iphone ipad game development looking hire austinbased io developer im man let talk sxsw
This is a #WINNING picture #android #google #sxsw {link},Android,Positive emotion,9,winning picture android google sxsw link
GSD&amp;M + Google 7-10. RT @mention What's the best party to hit tonight? #sxsw @mention @mention,,No emotion toward brand or product,16,gsdampm google rt whats best party hit tonight sxsw
GSD&amp;M + Google Industry Party #SXSW @mention great to meet you  {link},,No emotion toward brand or product,12,gsdampm google industry party sxsw great meet link
"You spent $1,000+ to come to SXSW. 

You've already used iPad 1. 

The wait is a couple city blocks. 

Why? #ipad2 #SXSW {link}",iPad,Negative emotion,23,spent come sxsw youve already used ipad wait couple city block ipad sxsw link
Behind on 100s of emails? Give them all 1 line iPhone composed replies. #SXSW #protip,iPhone,Positive emotion,15,behind email give line iphone composed reply sxsw protip
It's like 10pm at night and there is a line around the block at the popup apple stores selling iPad2s. #sxsw,iPad,Positive emotion,21,like pm night line around block popup apple store selling ipads sxsw
.@mention 1154 free songs from #SXSW (this year alone!) {link},,No emotion toward brand or product,10,free song sxsw year alone link
more than 150 million mobile users for Google Maps for Mobile #SXSW,,No emotion toward brand or product,12,million mobile user google map mobile sxsw
Currently 150 people in line at the &quot;Pop Up Apple Store&quot; #sxsw,,No emotion toward brand or product,12,currently people line quotpop apple storequot sxsw
"Only iPad 2 available at #sxsw is the 64GB wifi-only model at $699, plus the optional (not!) leather smart cover at $69",,No emotion toward brand or product,22,ipad available sxsw gb wifionly model plus optional leather smart cover
��� We love 2 entertain you��_Please don�۪t be grateful! ��_ {link} ��_ #edchat #musedchat #sxsw #sxswi #classical #newTwitter,,No emotion toward brand or product,18,love entertain youplease dont grateful link edchat musedchat sxsw sxswi classical newtwitter
Less than 2 hours until we announce the details on the iPad 2 giveaway! #SXSW #SXSWi,,No emotion toward brand or product,16,le hour announce detail ipad giveaway sxsw sxswi
"I'm up to 2 iPad 2s seen in the wild. Both people say it is fast, but the still pics are terrible. #sxsw",iPad,Negative emotion,23,im ipad seen wild people say fast still pic terrible sxsw
(The iPad 2 queue at #sxsw of course,,No emotion toward brand or product,8,ipad queue sxsw course
The #iPad 2 Takes Over #SXSW [VIDEO] /by @mention {link},iPad,Positive emotion,10,ipad take sxsw video link
many iPad 2's snapping away at the keynote slides! #sxsw,iPad,Positive emotion,10,many ipad snapping away keynote slide sxsw
Apple has 200M users' credit cards sync'd with iTunes for one click purchase. . #winning #sxsw,,No emotion toward brand or product,16,apple user credit card syncd itunes one click purchase winning sxsw
Having my 2nd cocktail &quot;Texas Snowflake&quot;  ( @mention google it!!) at the #CNNGrill #SxSw,,No emotion toward brand or product,14,nd cocktail quottexas snowflakequot google cnngrill sxsw
New Post: 3 iPhone Apps We'll Be Using at South By Southwest Interactive {link} #SXSW #SXSWi,iPad or iPhone App,Positive emotion,16,new post iphone apps well using south southwest interactive link sxsw sxswi
New Post: 3 iPhone Apps We'll Be Using at South By Southwest Interactive #SXSW #SXSWi {link},,No emotion toward brand or product,16,new post iphone apps well using south southwest interactive sxsw sxswi link
sweet new 3-d google maps demo going on in ballroom D #SXSW,Other Google product or service,Positive emotion,12,sweet new google map demo going ballroom sxsw
More than 35 million miles per day are driving with Google Maps Navigation! #SXSW,Other Google product or service,Positive emotion,14,million mile per day driving google map navigation sxsw
rt ' It's 4 p.m. and the #iPad2 line at the Apple store is longer and wider ��� about 250 people! Only one more hour. ' #sxsw,,No emotion toward brand or product,27,rt pm ipad line apple store longer wider people one hour sxsw
"U = smart 4 packing an extra :) RT @mention On my way to sunny Austin for #sxsw! Extra iPhone in stow, just in case. @mention @mention",,No emotion toward brand or product,27,u smart packing extra rt way sunny austin sxsw extra iphone stow case
"Wonder if 4sqwill attempt to block GoWalla cross-checkins, the way Facebook blocked Google's contacts connections.  #sxsw #lbsWars",,No emotion toward brand or product,17,wonder sqwill attempt block gowalla crosscheckins way facebook blocked google contact connection sxsw lbswars
"Check out 5 Steps to Bulletproof UX Strategy at SXSW
{link} #SXSW #rhjr_ux5  {link}",,No emotion toward brand or product,14,check step bulletproof ux strategy sxsw link sxsw rhjrux link
"Wandering 6th street with the girls. Stopped for ceviche, mojitos, apple juice &amp; ice cream. #sxsw",,No emotion toward brand or product,16,wandering th street girl stopped ceviche mojitos apple juice amp ice cream sxsw
"If you're a band at #SXSW and want to share a track with your Audience from stage, use FrostWire for Android if there's Wi-Fi available",Android App,Positive emotion,25,youre band sxsw want share track audience stage use frostwire android there wifi available
We've got a busy week ahead: Our new book on #Google Apps will be available on Amazon &amp; we're attending #SXSW,,No emotion toward brand or product,21,weve got busy week ahead new book google apps available amazon amp attending sxsw
"I believe a few went to Aussies at #sxsw RT @mention iPad 2 Sold Out, 70% Went to New Buyers [REPORT] - {link}",,No emotion toward brand or product,23,believe went aussie sxsw rt ipad sold went new buyer report link
���@mention A Google Spreadsheet of over 270 parties at #SXSW this year O_O {link} @mention Plan on going to #SXSW Party on,,No emotion toward brand or product,22,google spreadsheet party sxsw year oo link plan going sxsw party
"There was a guy in line for Apple's pop-up store on Sixth Street in Austin. &quot;I'm that guy,&quot; he told me. #sxsw",,No emotion toward brand or product,22,guy line apple popup store sixth street austin quotim guyquot told sxsw
if u have a iPhone you don't need a car'-use zimride etc to share rides #sxsw #shareable,iPad or iPhone App,Positive emotion,17,u iphone dont need caruse zimride etc share ride sxsw shareable
"I've seen a lot of tablets here, every single one of them is an iPad. #SXSW",,No emotion toward brand or product,16,ive seen lot tablet every single one ipad sxsw
Receiving a lot of @mention messages telling me I'm sexy in response to my post looking to meet fellow Christian iPhone devs at #sxsw,,No emotion toward brand or product,24,receiving lot message telling im sexy response post looking meet fellow christian iphone devs sxsw
Picked up a Mophie battery case 4 my iPhone in prep for #SXSW. Not lugging around a laptop &amp; only using my phone was a huge win last year.,iPhone,Positive emotion,29,picked mophie battery case iphone prep sxsw lugging around laptop amp using phone huge win last year
"Now thats a NEWS :P RT@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",,No emotion toward brand or product,19,thats news p rt google launch major new social network called circle possibly today link sxsw
"Just took a piss at the trade show, iPad in one hand, iPhone in the other. Pissing. I am KIIIIIILLING it right now. #sxsw",,No emotion toward brand or product,24,took piss trade show ipad one hand iphone pissing kiiiiiilling right sxsw
"Not to be a rumor monger, but this was a good read �_ #Google #Circles preview @mention #sxsw {link} by @mention via @mention #socbiz #fb",Other Google product or service,Positive emotion,25,rumor monger good read google circle preview sxsw link via socbiz fb
HOBO WITH A SHOTGUN iPhone game {link} #sxsw,,No emotion toward brand or product,8,hobo shotgun iphone game link sxsw
Hobo with A Shotgun video game coming to iPad/iPhone users?! Yes please! {link} #SXSW,iPad or iPhone App,Positive emotion,14,hobo shotgun video game coming ipadiphone user yes please link sxsw
build out a store in less than 24 hours and have one of the biggest launches in this company's history?  we got this.  #apple #sxsw #ipad2,Apple,Positive emotion,26,build store le hour one biggest launch company history got apple sxsw ipad
Just took a survey on iPhone while in Starbucks line. Got a free Starbucks gift card. Instant research. Instant gratification. #sxsw #gsdm,,No emotion toward brand or product,22,took survey iphone starbucks line got free starbucks gift card instant research instant gratification sxsw gsdm
Apple has a temporary Retail Store in Austin for the iPad 2 release today. Opens at 5pm. #SXSW #SXSWi #ipad2,,No emotion toward brand or product,20,apple temporary retail store austin ipad release today open pm sxsw sxswi ipad
Just read about #GroupMe at #SXSW...sounds like an incredible app. Is it available for Android phones yet?,iPad or iPhone App,Positive emotion,17,read groupme sxswsounds like incredible app available android phone yet
Wondering about Circles? &gt; Google to reveal a new social network at #SXSW {link},,No emotion toward brand or product,14,wondering circle gt google reveal new social network sxsw link
"google is about search, but local' marissa mayer #sxsw",,No emotion toward brand or product,9,google search local marissa mayer sxsw
Wondering about street closures during SXSW? We made a Google Map to show you: {link} #sxsw #austin,,No emotion toward brand or product,17,wondering street closure sxsw made google map show link sxsw austin
Is Google about to have another go at social with &quot;Google Circles&quot;? #sxsw #google,,No emotion toward brand or product,14,google another go social quotgoogle circlesquot sxsw google
