cleaned_text,brand_target,sentiment_target,multi_class_target
bigger iphone smaller good big event like sxsw meeting day link,Apple,Positive emotion,Apple-Positive emotion
bit jealous seeing sxsw attendee ipad ipad seems obsolete,Apple,Positive emotion,Apple-Positive emotion
quotim learning thing screenquot year old explanation instantly knew use ipad sxsw,Apple,Positive emotion,Apple-Positive emotion
location pixieengine google say future location location location link sxsw cnn,Google,Negative emotion,Google-Negative emotion
ipad keep awake thank god bought sxsw,Apple,Positive emotion,Apple-Positive emotion
iphone know sxsw week tough alreadydwindling battery help jeebus keep correcting curse word,Apple,Negative emotion,Apple-Negative emotion
google launch social network circle sxsw link who excited,Google,Positive emotion,Google-Positive emotion
google launch major new social network called circle link sxsw via,Google,Positive emotion,Google-Positive emotion
google launch major new social network called circle updated link launched sxsw soon care,Google,Negative emotion,Google-Negative emotion
google launch major new social network called circle link sxsw brazil orkut user waiting,Google,Positive emotion,Google-Positive emotion
google launch major new social network called circle possibly today updated link sxsw,Google,Positive emotion,Google-Positive emotion
google launch major new social network called circle possibly today link,Google,Positive emotion,Google-Positive emotion
google launch major new social network called circle possibly today link sxsw surely threat,Google,Positive emotion,Google-Positive emotion
google launch major new social network called circle possibly today link sxsw pakistan cwc,Google,Positive emotion,Google-Positive emotion
google launch major new social network called circle possibly today link sxsw۝,Google,No emotion toward brand or product,Google-No emotion toward brand or product
google launch major new social network called circle possibly today sxsw sxswi link via,Google,Positive emotion,Google-Positive emotion
google launch major new social network called circle possibly today link via sxsw sxswi,Google,Positive emotion,Google-Positive emotion
google launch major new social network called circle link possibly today sxsw,Google,Positive emotion,Google-Positive emotion
google launch major new social network called circle google circle sxsw link,Google,Positive emotion,Google-Positive emotion
google launch major new social network called circle google circle sxsw link,Google,Positive emotion,Google-Positive emotion
google launch major new social network called circle link sxsw,Google,Positive emotion,Google-Positive emotion
google launch new social network sxsw cnet news link sxsw,Google,Positive emotion,Google-Positive emotion
google launch new social network circle linking closely peep connect wmost possibly today sxsw,Google,Positive emotion,Google-Positive emotion
google launch product wait launch product exists wait product exist sxsw link,Google,Negative emotion,Google-Negative emotion
god like sxsw imac macbook iphone blackberry staring enough time read book remember,Apple,Negative emotion,Apple-Negative emotion
seems like news sxswi apple temporary ipad store sxsw wth۝,Apple,Negative emotion,Apple-Negative emotion
there line sxsw apple store ipad day link,Apple,Positive emotion,Apple-Positive emotion
saw giant line thought movie premiere apple store ipad heard scream premiere sxsw,Apple,Positive emotion,Apple-Positive emotion
since listening google marissa mayer engaging twitter wondering heck happened google buzz sxsw,Google,Positive emotion,Google-Positive emotion
ive looking forward googlebing website ranking week sxsw,Google,Positive emotion,Google-Positive emotion
lot google effort helping japan many global issue wtf wpeople sxsw,Google,Positive emotion,Google-Positive emotion
got love unabashed apple fanboy gtgt even begin apple win sxsw link,Apple,Positive emotion,Apple-Positive emotion
geeky love apple opening temporary store downtown austin sxsw ipad launch link,Apple,Positive emotion,Apple-Positive emotion
love sxsw quotapple come cool technology one ever heard dont conferencesquot,Apple,Positive emotion,Apple-Positive emotion
love sxsw quotapple come cool technology one ever heard dont conferencesquot۝,Apple,Positive emotion,Apple-Positive emotion
trying make detailed colour coded google calendar sxsw proving really tough also get organized,Google,Positive emotion,Google-Positive emotion
love marketing genius sxsw inside apple temporary store austin link,Apple,Positive emotion,Apple-Positive emotion
great vid marty ipad live unboxing front sxsw apple store video link,Apple,Positive emotion,Apple-Positive emotion
think may ipad laptop today sxswi sxsw veteran reason shouldnt,Apple,Positive emotion,Apple-Positive emotion
made soundcloud ambassador sxsw upload music show amp reward soundcloud android app fresh,Google,Positive emotion,Google-Positive emotion
alert medium saw one android tablet sxsw like finding needle haystack also saw,Google,Positive emotion,Google-Positive emotion
purchased mexican mavis boy amp bear sold first listen thanks sxsw itunes free link itunes,Apple,Positive emotion,Apple-Positive emotion
think might weekend without seeing ipad case twice sxsw,Apple,Positive emotion,Apple-Positive emotion
sure mine via ipad know agnerd dairy relies evernote link sxsw agchat,Apple,Positive emotion,Apple-Positive emotion
bummed miss sxsw year quarantined kiddie cold garageband ipad comfort,Apple,Positive emotion,Apple-Positive emotion
loving morphie juicepack today recharge iphone worth sxsw,Apple,Positive emotion,Apple-Positive emotion
brilliant move apple even begin apple win sxsw link,Apple,Positive emotion,Apple-Positive emotion
could murphy usa better serve inside google map phone google announcing great feature sxsw,Google,Positive emotion,Google-Positive emotion
cant ipad intimate together tapworthy designflaws sxswi sxsw,Apple,Positive emotion,Apple-Positive emotion
compiling sxsw list one google doc taking lot longer thought many party many good musician,Google,Negative emotion,Google-Negative emotion
day charger kicked bucket heck apple store thats within walking distance sxsw,Apple,Negative emotion,Apple-Negative emotion
iphone ipad feel unequipped compared everyone else dang sxsw,Apple,Negative emotion,Apple-Negative emotion
headed sole sxsw event aclu dotrightsgoogle party,Google,No emotion toward brand or product,Google-No emotion toward brand or product
new ubersocial iphone app store includes uberguide sxsw sponsored mashable link,Apple,Positive emotion,Apple-Positive emotion
couple new blog random tip awesome iphone app dev link politics behind html link sxsw,Apple,Positive emotion,Apple-Positive emotion
dude next holding using ipad like trophy sxsw lookingforwardtothemusicfest,Apple,Positive emotion,Apple-Positive emotion
hard feeling towards google say would make great partner checkins sxsw pnid,Google,Positive emotion,Google-Positive emotion
rumor apple popup store downtown austin sxsw amp ipad launch link smart move many dfcbto,Apple,Positive emotion,Apple-Positive emotion
buy buy even begin apple winssxsw link,Apple,Positive emotion,Apple-Positive emotion
farooqui mobile io android catching fast grow allow inapp purchasing gamesfortv sxsw,Google,Positive emotion,Google-Positive emotion
fear extended wed last day apple popup sunday sxsw appleatxdt,Apple,Positive emotion,Apple-Positive emotion
quotall sxsw nothing teeming sea iphone addict busy twittering ever engage one anoth cont link,Apple,Negative emotion,Apple-Negative emotion
fan new sxsw trend audience sharing opinion via holding ipad listen annoying,Apple,Negative emotion,Apple-Negative emotion
power apple people spent hundred dollar attend sxsw spending day waiting line ipad,Apple,Positive emotion,Apple-Positive emotion
continuum attitude crowdsourcing gap quoti hear youquot apple quotill tell youquot sxsw,Apple,Positive emotion,Apple-Positive emotion
third era google logo interactive play space get ready googledoodle sxsw gsdm,Google,Positive emotion,Google-Positive emotion
highlight day undoubtedly meeting google second softball fancrazed preso sxsw,Google,Positive emotion,Google-Positive emotion
wow lot sxsw audience havent seen vector panning google map mobile gasp appreciation,Google,Positive emotion,Google-Positive emotion
tomlinson observer say apple subscription data holding biggest impediment success newsapps sxsw,Apple,Negative emotion,Apple-Negative emotion
official sxsw app sxsw go۪ link android iphone ipad۝ ltthanksinstalled,Apple,Positive emotion,Apple-Positive emotion
technews omgjk kiss ipad slap xoom link technews ipad omg sxsw tech,Apple,Positive emotion,Apple-Positive emotion
usa today ipad make good use digital shortcut still looking like newspaper tapworthy sxsw,Apple,Positive emotion,Apple-Positive emotion
iphone one hand caramel macchiato ouchhisshot apparently two pump lava begin sxsw tmsxsw,Apple,Positive emotion,Apple-Positive emotion
haz one showed charge anywhere bar charge iphone whole table wanted buy one sxsw۝,Apple,Positive emotion,Apple-Positive emotion
apple open quotpopupquot store across street sxsw two week umm genius isnt obvious cough ipad cough,Apple,Positive emotion,Apple-Positive emotion
apple opened makeshift store sxsw ipad available today tempted,Apple,Positive emotion,Apple-Positive emotion
hey sxsw new ipad app dexteria available link like facebook link,Apple,Positive emotion,Apple-Positive emotion
ipad plenty people storeand linescarfing sxsw apple store sxsw others link,Apple,Positive emotion,Apple-Positive emotion
nice line outside sxsw apple store guess people want ipads,Apple,Positive emotion,Apple-Positive emotion
packing point showing iphone fragmentation sxsw,Apple,Negative emotion,Apple-Negative emotion
google party best ever get butt sxsw,Google,Positive emotion,Google-Positive emotion
hey sxsw peep new iphone app voicefeed launched link check let know think,Apple,Positive emotion,Apple-Positive emotion
google planning launch major new social network called circle preview far super positive sxsw link,Google,Positive emotion,Google-Positive emotion
need play game android sxsw link,Google,Positive emotion,Google-Positive emotion
left pocket guide hotel dont know going cope say usability ipadiphone app sxsw,Apple,Negative emotion,Apple-Negative emotion
apple pop store sxsw joke,Apple,Positive emotion,Apple-Positive emotion
apple popup store attractive impressive many permanent retail store sxsw,Apple,Positive emotion,Apple-Positive emotion
apple popup store line finally dwindled time check ipad sxsw,Apple,Positive emotion,Apple-Positive emotion
apple popup store hook last night sxsw singing dancing high five new ipad purchase,Apple,Positive emotion,Apple-Positive emotion
